Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
25,Underworld Dreams,Legends,7008,85.19,87.19,91.61,4.824800785940401,81.99,94.41399999999999,81.99,EX,MichelPlaccini,1,-3.7563094259889693,-10.501037004693815,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Underworld-Dreams?language=1&minCondition=3
28,Chalice of the Void,Mirrodin,150,15.23,14.7,15.42,4.669260700389109,13.0,14.477,13.0,EX,Favorit60,1,-14.642153644123443,-15.693904020752269,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chalice-Of-The-Void?language=1&minCondition=3
29,Horn of Greed,Stronghold,9214,10.17,10.04,10.53,4.653371320037989,8.0,9.289,8.0,EX,Schwestern,1,-21.337266470009833,-24.026590693257354,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Horn-Of-Greed?language=1&minCondition=3
32,Worldly Tutor,Mirage,8204,13.99,13.46,14.05,4.1992882562277565,9.0,11.911999999999999,9.0,EX,JulienJ,1,-35.66833452466047,-35.94306049822064,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Worldly-Tutor?language=1&minCondition=3
33,Volrath's Stronghold,Stronghold,9222,58.58,59.94,62.28,3.7572254335260165,55.0,60.911000000000016,55.0,EX,Demonikos666,1,-6.111300785250936,-11.689145793192038,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Volrath-s-Stronghold?language=1&minCondition=3
34,Maze of Ith,The Dark,7395,18.76,22.16,23.01,3.694046066927429,21.02,26.169,21.02,EX,TheGoose,1,12.046908315565021,-8.648413733159504,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Maze-Of-Ith?language=1&minCondition=3
36,Land Tax,Legends,7169,52.46,56.29,58.2,3.2817869415807626,50.0,52.68299999999999,50.0,EX,BlackLilith-13,1,-4.689287075867329,-14.089347079037806,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Land-Tax?language=1&minCondition=3
39,Ensnaring Bridge,Stronghold,9212,13.74,13.11,13.39,2.0911127707244295,11.0,12.275999999999998,11.0,EX,EmirM,4,-19.941775836972344,-17.84914115011203,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Ensnaring-Bridge?language=1&minCondition=3
43,Recurring Nightmare,Exodus,9300,47.05,49.08,49.82,1.4853472501003653,46.0,51.095,46.0,EX,EpiphanyG,1,-2.2316684378320875,-7.667603372139703,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Recurring-Nightmare?language=1&minCondition=3
49,Karakas,Legends,7219,37.1,39.51,39.94,1.0766149223835748,34.29,36.891,34.29,EX,TheMagicCardTraderUK,1,-7.574123989218334,-14.146219328993487,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Karakas?language=1&minCondition=3
54,Dance of the Dead,Ice Age,6218,15.39,15.35,15.44,0.5829015544041442,14.0,14.963999999999999,14.0,EX,roene,1,-9.031838856400263,-9.326424870466319,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Dance-Of-The-Dead?language=1&minCondition=3
55,Survival of the Fittest,Exodus,9357,193.6,188.92,189.42,0.26396367859782494,177.36,201.949,177.36,EX,satansghost,1,-8.388429752066106,-6.366803927779524,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Survival-Of-The-Fittest?language=1&minCondition=3
60,Reanimate,Tempest,8780,12.92,13.55,13.46,-0.6686478454680524,10.63,12.892000000000001,10.63,EX,SwigginPanda,3,-17.724458204334358,-21.025260029717682,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Reanimate?language=1&minCondition=3
61,Trinisphere,Darksteel,370,17.61,17.51,17.38,-0.7479861910241805,15.0,16.766000000000002,15.0,NM,alvaro1990,1,-14.82112436115843,-13.693901035673184,10,https://www.cardmarket.com/en/Magic/Products/Singles/Darksteel/Trinisphere?language=1&minCondition=3
62,Enlightened Tutor,Mirage,8269,21.62,21.68,21.48,-0.9310986964618215,18.0,20.412,18.0,EX,D14b0lus,1,-16.74375578168363,-16.201117318435756,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Enlightened-Tutor?language=1&minCondition=3
65,Sphere of Resistance,Exodus,9367,22.95,22.69,22.2,-2.207207207207216,20.0,22.177,20.0,NM,karkow1,2,-12.854030501089323,-9.909909909909906,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Sphere-Of-Resistance?language=1&minCondition=3
66,Cabal Coffers,Torment,2408,16.26,16.27,15.89,-2.3914411579609753,15.0,16.472,15.0,EX,NilsMueller,1,-7.7490774907749165,-5.60100692259283,10,https://www.cardmarket.com/en/Magic/Products/Singles/Torment/Cabal-Coffers?language=1&minCondition=3
70,Adarkar Wastes,Ice Age,6538,24.07,22.34,21.76,-2.6654411764705803,20.0,23.964,20.0,EX,Ponchim-MTG,1,-16.909015371832155,-8.088235294117654,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Adarkar-Wastes?language=1&minCondition=3
75,Brushland,Ice Age,6539,10.46,11.77,11.38,-3.427065026362028,7.1,9.557,7.1,NM,maxtlion,1,-32.12237093690249,-37.60984182776802,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Brushland?language=1&minCondition=3
82,Vaevictis Asmadi,Legends,7280,32.25,32.33,30.75,-5.138211382113815,28.95,32.565000000000005,28.95,EX,CardHouseOfTheEast,1,-10.232558139534886,-5.853658536585368,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Vaevictis-Asmadi?language=1&minCondition=3
83,Necropotence,Ice Age,6254,18.3,18.29,17.38,-5.235903337169161,16.5,19.317999999999998,16.5,NM,ZZZzzzleeper,1,-9.836065573770496,-5.0632911392405004,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Necropotence?language=1&minCondition=3
85,Cursed Scroll,Tempest,9006,28.37,27.89,26.06,-7.022256331542602,23.95,29.191000000000003,23.95,EX,CARBON14,3,-15.579837856891087,-8.096699923254027,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Cursed-Scroll?language=1&minCondition=3
87,Null Rod,Weatherlight,8722,58.69,65.79,61.42,-7.1149462715727845,57.0,59.624,57.0,EX,Miggy2k,1,-2.879536547963874,-7.196352979485512,10,https://www.cardmarket.com/en/Magic/Products/Singles/Weatherlight/Null-Rod?language=1&minCondition=3
88,Thawing Glaciers,Alliances,8041,10.49,10.58,9.86,-7.302231237322522,6.0,9.241,6.0,EX,isys59,1,-42.80266920877026,-39.14807302231237,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Thawing-Glaciers?language=1&minCondition=3
95,Aluren,Tempest,8842,32.34,31.37,28.45,-10.26362038664324,24.83,28.25,24.83,EX,MichaelB99,1,-23.22201607915895,-12.724077328646752,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Aluren?language=1&minCondition=3
101,Oath of Druids,Exodus,9343,17.29,18.36,15.95,-15.10971786833856,14.39,18.558,14.39,EX,qasno,1,-16.772700983227292,-9.780564263322876,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Oath-Of-Druids?language=1&minCondition=3
11,Chrome Mox,Mirrodin,152,55.96,50.17,56.54,11.26636009904492,55.0,60.749,55.0,EX,Ampyre,1,-1.7155110793423891,-2.72373540856031,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chrome-Mox?language=1&minCondition=3
23,Demonic Tutor,Unlimited,4653,62.35,63.36,66.66,4.950495049504947,65.41,118.949,65.41,NM,Tabletopdominion,1,4.907778668805125,-1.8751875187518752,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Demonic-Tutor?language=1&minCondition=3
41,Scroll Rack,Tempest,9033,23.73,23.63,24.06,1.7871986699916864,23.0,24.637999999999998,23.0,EX,Dgvs10,1,-3.0762747576906886,-4.405652535328341,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Scroll-Rack?language=1&minCondition=3
45,Sylvan Library,Legends,7092,118.76,124.02,125.75,1.3757455268389693,119.88,132.82,119.88,EX,Bronhy,1,0.943078477601878,-4.667992047713721,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Sylvan-Library?language=1&minCondition=3
47,Rhystic Study,Prophecy,3939,33.54,33.1,33.56,1.3706793802145436,33.0,33.924,33.0,NM,gaetan3344,1,-1.610017889087654,-1.6686531585220568,10,https://www.cardmarket.com/en/Magic/Products/Singles/Prophecy/Rhystic-Study?language=1&minCondition=3
50,Lake of the Dead,Alliances,8037,60.93,59.78,60.39,1.010101010101009,57.49,61.41400000000001,57.49,EX,Darkshar,1,-5.64582307566059,-4.802119556217915,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Lake-Of-The-Dead?language=1&minCondition=3
51,Sensei's Divining Top,Champions of Kamigawa,12179,15.42,15.31,15.45,0.9061488673139081,14.95,15.550999999999998,14.95,EX,Azyrhaphal,1,-3.0479896238651145,-3.2362459546925573,10,https://www.cardmarket.com/en/Magic/Products/Singles/Champions-Of-Kamigawa/Sensei-s-Divining-Top?language=1&minCondition=3
56,Vampiric Tutor,Visions,8423,41.15,39.63,39.68,0.12600806451612187,38.45,41.483999999999995,38.45,EX,deada,1,-6.561360874848106,-3.099798387096766,10,https://www.cardmarket.com/en/Magic/Products/Singles/Visions/Vampiric-Tutor?language=1&minCondition=3
63,Burgeoning,Stronghold,9137,24.57,24.32,23.8,-2.18487394957983,23.65,24.491999999999997,23.65,NM,Hoshi14637,1,-3.7444037444037512,-0.6302521008403451,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Burgeoning?language=1&minCondition=3
67,Sliver Queen,Stronghold,9226,147.14,160.36,156.59,-2.4075611469442557,150.0,172.994,150.0,EX,PieterC,1,1.9437270626614205,-4.208442429273902,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Sliver-Queen?language=1&minCondition=3
69,Lion's Eye Diamond,Mirage,8323,317.06,318.71,310.69,-2.58135118606971,298.0,334.489,298.0,EX,tzirtzi,1,-6.0114804768813475,-4.084457175963178,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Lion-s-Eye-Diamond?language=1&minCondition=3
72,Shallow Grave,Mirage,8090,72.42,74.18,72.11,-2.870614339204004,70.95,78.65700000000001,70.95,EX,cataclysm-uk,1,-2.029826014913006,-1.6086534461239728,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Shallow-Grave?language=1&minCondition=3
80,Ancient Tomb,Tempest,9040,78.65,82.33,78.49,-4.892342973627219,75.0,78.56500000000001,75.0,EX,boensj,1,-4.6408137317228295,-4.446426296343477,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Ancient-Tomb?language=1&minCondition=3
90,Sulfurous Springs,Ice Age,6564,12.06,11.14,10.32,-7.945736434108531,10.0,12.229000000000001,10.0,EX,benditbeuh,1,-17.081260364842457,-3.1007751937984525,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Sulfurous-Springs?language=1&minCondition=3
98,Underground River,Ice Age,6569,14.88,14.97,13.34,-12.218890554722645,13.34,16.089000000000002,13.34,EX,Toysnloot,1,-10.349462365591403,0.0,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Underground-River?language=1&minCondition=3
5,Strip Mine,Antiquities,6944,36.68,32.71,40.35,18.934324659231724,50.0,58.225,50.0,EX,Buzzle1-,2,36.31406761177753,23.915737298636923,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Strip-Mine?language=1&minCondition=3
6,Sol Ring,Unlimited,5169,94.04,68.97,84.26,18.146214099216717,90.0,106.982,90.0,EX,boensj,1,-4.296044236495114,6.8122478044149,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Sol-Ring?language=1&minCondition=3
12,Dark Ritual,Alpha,5240,146.38,152.6,168.44,9.403942056518645,198.99,231.01499999999996,198.99,EX,RetroMagic,1,35.94070228173249,18.13702208501544,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Dark-Ritual?language=1&minCondition=3
13,Lightning Bolt,Beta,4950,185.77,210.28,230.71,8.855272853365701,270.0,279.82,270.0,EX,druler,2,45.34101308069117,17.030037709678815,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Lightning-Bolt?language=1&minCondition=3
15,Animate Dead,Beta,4628,271.42,258.06,280.54,8.013117558993375,315.0,347.822,315.0,EX,Iglix,1,16.056296514626773,12.283453339987158,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Animate-Dead?language=1&minCondition=3
17,Guardian Beast,Arabian Nights,6784,451.2,441.6,478.38,7.688448513733846,499.0,559.243,499.0,EX,ignaz333,1,10.593971631205676,4.310380868765417,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Guardian-Beast?language=1&minCondition=3
24,Serendib Efreet,Arabian Nights,6805,446.7,423.98,445.68,4.868964279303533,463.0,477.1779999999999,463.0,EX,Diliz13,2,3.6489814192970695,3.886196374080056,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Serendib-Efreet?language=1&minCondition=3
26,Wrath of God,Unlimited,5087,81.56,97.34,102.2,4.755381604696673,180.0,208.37399999999997,180.0,EX,Fiska,1,120.69641981363412,76.1252446183953,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Wrath-Of-God?language=1&minCondition=3
27,Concordant Crossroads,Legends,7064,101.37,86.62,90.93,4.739909820741231,94.96,104.449,94.96,EX,Legacytcg,1,-6.323369833284019,4.4319806444517615,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Concordant-Crossroads?language=1&minCondition=3
31,Tawnos's Coffin,Antiquities,6905,97.99,89.64,93.58,4.210301346441545,94.99,102.53,94.99,EX,Iliaster,1,-3.061536891519543,1.5067322077366923,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Tawnos-s-Coffin?language=1&minCondition=3
35,Lightning Bolt,Unlimited,4951,19.48,20.76,21.5,3.441860465116272,22.0,24.473,22.0,EX,marxistdisco,1,12.936344969199176,2.3255813953488373,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Lightning-Bolt?language=1&minCondition=3
42,Ring of Ma'rûf,Arabian Nights,6861,79.0,76.34,77.69,1.7376753764963244,94.99,107.856,94.99,EX,pandanstaface,1,20.240506329113916,22.267988158064096,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Ring-Of-Maruf?language=1&minCondition=3
46,Dark Ritual,Beta,4640,97.54,101.45,102.86,1.3707952556873386,135.0,144.288,135.0,EX,ThreeForOne-AT,2,38.40475702275988,31.246354267937004,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Dark-Ritual?language=1&minCondition=3
48,Aladdin,Arabian Nights,6821,55.85,53.37,54.04,1.2398223538119943,59.0,66.141,59.0,EX,Bronhy,1,5.640107430617723,9.178386380458921,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Aladdin?language=1&minCondition=3
53,Drop of Honey,Arabian Nights,6810,333.0,309.53,311.74,0.7089241034195279,322.0,354.89199999999994,322.0,EX,Bronhy,2,-3.303303303303303,3.2912042086353983,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Drop-Of-Honey?language=1&minCondition=3
57,Counterspell,Unlimited,4737,51.7,48.12,48.13,0.020777062123426376,70.0,79.47200000000001,70.0,EX,pirennef,1,35.39651837524177,45.439434863910236,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Counterspell?language=1&minCondition=3
58,Argivian Archaeologist,Antiquities,6965,103.42,102.37,102.14,-0.22518112394752687,105.0,119.26499999999999,105.0,EX,kasj78,1,1.5277509185844114,2.800078323869198,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Argivian-Archaeologist?language=1&minCondition=3
59,Mana Vault,Revised,5792,48.51,48.04,47.82,-0.46005855290673126,47.99,49.893,47.99,EX,lukey52,1,-1.071943929086778,0.3554997908824795,10,https://www.cardmarket.com/en/Magic/Products/Singles/Revised/Mana-Vault?language=1&minCondition=3
64,Transmute Artifact,Antiquities,6929,308.2,314.82,308.04,-2.2010128554733064,315.0,342.615,315.0,EX,NicolasB,1,2.206359506813761,2.259446825087644,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Transmute-Artifact?language=1&minCondition=3
71,Intuition,Tempest,8805,139.42,137.54,133.95,-2.6801045166106783,135.0,140.16199999999998,135.0,EX,FlorianKupf,1,-3.170276861282447,0.7838745800671978,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Intuition?language=1&minCondition=3
73,City in a Bottle,Arabian Nights,6853,349.77,377.94,367.27,-2.9052195932148055,418.0,438.6719999999999,418.0,EX,Jordy,1,19.50710466878235,13.812726332126235,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/City-In-A-Bottle?language=1&minCondition=3
74,Eureka,Legends,7070,324.43,358.38,348.05,-2.9679643729349183,380.0,395.783,380.0,EX,Filemon,1,17.128502296335107,9.179715558109464,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Eureka?language=1&minCondition=3
76,Phyrexian Dreadnought,Mirage,8331,160.62,160.92,155.2,-3.6855670103092777,192.05,195.90699999999998,192.05,EX,tulste,1,19.56792429336322,23.743556701030943,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Phyrexian-Dreadnought?language=1&minCondition=3
77,Humility,Tempest,8971,34.69,35.28,33.99,-3.795233892321268,37.5,38.254999999999995,37.5,EX,Magestore,1,8.100317094263483,10.326566637246243,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Humility?language=1&minCondition=3
78,City of Traitors,Exodus,9371,283.05,299.35,287.51,-4.118117630691118,289.99,297.192,289.99,EX,Spellslingers,2,2.4518636283342157,0.8625786929150354,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/City-Of-Traitors?language=1&minCondition=3
79,All Hallow's Eve,Legends,6974,286.78,335.12,321.59,-4.20722037376785,335.0,401.299,335.0,EX,xouloux,1,16.814282725434143,4.169905780652392,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/All-Hallow-s-Eve?language=1&minCondition=3
84,Sol Ring,Beta,5168,475.41,495.94,470.74,-5.353273569273907,599.0,786.5379999999999,599.0,EX,alcunaidea,1,25.996508277066106,27.246463015677442,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Sol-Ring?language=1&minCondition=3
86,Entomb,Odyssey,2544,19.18,22.41,20.93,-7.071189679885334,21.0,23.966,21.0,EX,Kaskade,1,9.489051094890513,0.33444816053511844,10,https://www.cardmarket.com/en/Magic/Products/Singles/Odyssey/Entomb?language=1&minCondition=3
89,Coat of Arms,Exodus,9359,12.0,12.3,11.46,-7.329842931937171,12.0,13.252,12.0,EX,marxistdisco,1,0.0,4.712041884816746,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Coat-Of-Arms?language=1&minCondition=3
91,City of Brass,Arabian Nights,6864,370.26,413.74,381.12,-8.558984047019312,548.0,565.889,548.0,EX,Zinzillino,1,48.00410522335656,43.78673383711167,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/City-Of-Brass?language=1&minCondition=3
92,Diamond Valley,Arabian Nights,6866,427.12,467.74,428.63,-9.124419662646108,474.99,545.1859999999999,474.99,EX,Magicboxx,1,11.207623150402698,10.815855166460588,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Diamond-Valley?language=1&minCondition=3
93,Lightning Bolt,Alpha,5395,453.81,394.51,360.69,-9.376472871440848,378.36,452.81100000000004,378.36,EX,TheMagicCardTraderUK,1,-16.62590070734448,4.898943691258426,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Lightning-Bolt?language=1&minCondition=3
94,Mirror Universe,Legends,7203,218.34,235.0,213.99,-9.818215804476841,260.0,275.099,260.0,EX,Bronhy,1,19.08033342493359,21.501004719846716,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mirror-Universe?language=1&minCondition=3
96,Swords to Plowshares,Beta,5076,419.71,490.36,443.19,-10.64329068796679,519.99,564.5840000000001,519.99,EX,Larrum,1,23.89268780824856,17.328910850876603,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Swords-To-Plowshares?language=1&minCondition=3
97,Animate Dead,Unlimited,4629,24.59,26.29,23.55,-11.634819532908699,29.0,34.673,29.0,EX,tzirtzi,1,17.934119560797075,23.14225053078556,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Animate-Dead?language=1&minCondition=3
99,Demonic Tutor,Beta,4652,471.56,486.32,432.82,-12.360796636014971,449.99,641.193,449.99,EX,Metropolis-Center,1,-4.574179319704808,3.9670070699135938,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Demonic-Tutor?language=1&minCondition=3
100,Karplusan Forest,Ice Age,6549,25.34,24.24,21.48,-12.849162011173174,23.57,27.476,23.57,EX,Toysnloot,1,-6.985003946329911,9.72998137802607,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Karplusan-Forest?language=1&minCondition=3
102,Hatred,Exodus,9292,21.09,23.3,20.21,-15.2894606630381,23.0,26.933000000000003,23.0,EX,Tristandelacroix,1,9.056424845898531,13.805047006432455,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Hatred?language=1&minCondition=3
103,Wasteland,Tempest,9075,26.43,29.99,25.94,-15.612952968388576,26.0,27.610000000000003,26.0,EX,Baldo1986,4,-1.6269390843738165,0.23130300693908526,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Wasteland?language=1&minCondition=3
104,Force of Will,Alliances,7894,49.3,54.91,47.25,-16.211640211640205,50.0,53.367999999999995,50.0,EX,Gozzo97,1,1.4198782961460505,5.82010582010582,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Force-Of-Will?language=1&minCondition=3
105,Nicol Bolas,Legends,7258,87.37,100.71,85.74,-17.459762071378588,99.99,111.01100000000001,99.99,EX,SandyInLondon,1,14.4443172713746,16.620013995801262,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Nicol-Bolas?language=1&minCondition=3
106,Animate Dead,Alpha,5234,278.77,365.87,303.12,-20.701372393771443,313.49,828.749,313.49,EX,Magicboxx,1,12.454711769559147,3.4210873581419916,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Animate-Dead?language=1&minCondition=3
107,Counterspell,Beta,4736,341.22,405.69,311.02,-30.438557005980332,496.0,596.321,496.0,EX,oldmagiccollector,1,45.36076431627688,59.47527490193557,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Counterspell?language=1&minCondition=3
108,Aladdin's Ring,Arabian Nights,6850,26.36,31.68,23.46,-35.03836317135549,31.33,41.498,31.33,EX,ThreeForOne-AT,2,18.854324734446127,33.54646206308609,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Aladdin-s-Ring?language=1&minCondition=3
109,Palladia-Mors,Legends,7259,24.23,31.32,17.53,-78.66514546491727,25.0,28.362000000000002,25.0,EX,Techo,1,3.1778786628146904,42.61266400456359,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Palladia-Mors?language=1&minCondition=3
