Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
18,Personal Incarnation,Beta,5058,122.72,161.55,217.61,25.76168374615137,139.99,198.48000000000002,139.99,EX,Zauberschmiede,1,14.072685788787492,-35.66931666743256,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Personal-Incarnation?language=1&minCondition=3
19,Island Sanctuary,Beta,5046,199.23,159.43,212.78,25.072845192217315,110.0,143.382,110.0,EX,ThreeForOne-AT,1,-44.78743161170507,-48.30341197480966,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Island-Sanctuary?language=1&minCondition=3
20,Mana Vault,Unlimited,5149,259.13,197.58,262.57,24.751494839471373,185.0,257.18899999999996,185.0,EX,xxniinjaxx1,1,-28.607262763863694,-29.542598164299044,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Mana-Vault?language=1&minCondition=3
21,Wall of Bone,Alpha,5274,65.72,76.89,101.89,24.536264599077438,50.0,78.473,50.0,EX,ThreeForOne-AT,2,-23.91965916007304,-50.92747080184513,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Wall-Of-Bone?language=1&minCondition=3
22,Winter Orb,Unlimited,5179,90.84,84.89,111.64,23.96094589752777,90.0,118.92699999999999,90.0,EX,DoubleDown,1,-0.924702774108326,-19.38373342887854,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Winter-Orb?language=1&minCondition=3
23,Conversion,Alpha,5432,65.99,63.28,80.43,21.322889469103572,30.0,54.697,30.0,EX,ThreeForOne-AT,3,-54.53856644946203,-62.700484893696384,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Conversion?language=1&minCondition=3
25,Swords to Plowshares,Unlimited,5077,64.82,62.8,78.46,19.9592148865664,57.94,82.239,57.94,EX,Luckylev,1,-10.61400802221536,-26.153453989293908,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Swords-To-Plowshares?language=1&minCondition=3
30,Cleanse,Legends,7148,113.11,89.33,107.77,17.11051312981349,70.0,88.011,70.0,EX,Samarkand,1,-38.113340995491114,-35.04685905168414,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Cleanse?language=1&minCondition=3
31,Field of Dreams,Legends,7026,109.48,102.06,122.91,16.963631925799362,94.99,103.949,94.99,EX,teresis,1,-13.235294117647067,-22.715808315027257,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Field-Of-Dreams?language=1&minCondition=3
32,Mana Drain,Legends,7036,149.37,139.2,166.97,16.63173025094329,135.0,151.845,135.0,EX,TrelleborgsKalle,1,-9.62040570395662,-19.14715218302689,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mana-Drain?language=1&minCondition=3
34,Aspect of Wolf,Beta,4812,99.21,123.76,147.65,16.180155773789366,100.0,190.893,100.0,EX,Magictraders,1,0.796290696502375,-32.27226549271927,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Aspect-Of-Wolf?language=1&minCondition=3
35,Copper Tablet,Beta,5104,80.66,86.18,102.65,16.044812469556742,75.0,88.694,75.0,EX,MagicFabulous,1,-7.0171088519712335,-26.936190940087677,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Copper-Tablet?language=1&minCondition=3
37,Scavenging Ghoul,Alpha,5268,63.12,72.83,85.69,15.00758548255339,39.0,77.413,39.0,EX,GrimSky,1,-38.21292775665399,-54.48710467965924,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Scavenging-Ghoul?language=1&minCondition=3
38,Animate Artifact,Alpha,5282,102.8,92.58,108.43,14.617725721663751,58.64,72.17,58.64,EX,PugsVault,1,-42.95719844357976,-45.919026099787885,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Animate-Artifact?language=1&minCondition=3
39,Icy Manipulator,Unlimited,5127,101.1,87.62,102.27,14.324826439816166,94.59,140.45999999999998,94.59,EX,webuyanycard,1,-6.439169139465867,-7.509533587562328,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Icy-Manipulator?language=1&minCondition=3
42,Roc of Kher Ridges,Beta,4968,161.83,180.0,209.18,13.949708385122864,189.99,238.36800000000002,189.99,EX,RubyTrade,1,17.400976333189146,-9.173917200497177,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Roc-Of-Kher-Ridges?language=1&minCondition=3
43,Hellfire,Legends,6991,101.19,89.4,102.77,13.009633161428425,80.0,89.806,80.0,EX,sebest,1,-20.940804427314948,-22.156271285394567,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Hellfire?language=1&minCondition=3
46,Divine Intervention,Legends,7151,114.12,103.22,116.0,11.017241379310345,94.59,116.006,94.59,EX,TheMagicCardTraderUK,1,-17.113564668769715,-18.456896551724135,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Divine-Intervention?language=1&minCondition=3
48,Orcish Oriflamme,Alpha,5400,180.7,197.45,221.13,10.708632930855156,175.0,346.789,175.0,EX,ThreeForOne-AT,1,-3.154399557277249,-20.86103197214308,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Orcish-Oriflamme?language=1&minCondition=3
2,Manabarbs,Alpha,5397,307.85,138.11,371.08,62.78161043440767,360.0,619.598,360.0,EX,Tuardian,1,16.940068215039783,-2.9858790557292187,5,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Manabarbs?language=1&minCondition=3
3,Dingus Egg,Alpha,5474,318.43,185.71,449.44,58.679690281238884,439.99,597.796,439.99,EX,phigue0,1,38.174795088402476,-2.1026165895336395,5,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Dingus-Egg?language=1&minCondition=3
29,Crusade,Unlimited,5029,102.36,80.6,97.69,17.494114034189785,97.5,149.418,97.5,EX,sorcierfou,1,-4.747948417350527,-0.19449278329409123,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Crusade?language=1&minCondition=3
33,Sinkhole,Alpha,5271,91.86,82.38,98.74,16.56876645736277,95.0,113.022,95.0,EX,Magic-Dreams,1,3.4182451556716753,-3.7877253392748584,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Sinkhole?language=1&minCondition=3
36,Library of Leng,Alpha,5491,106.66,101.28,120.34,15.838457703174342,118.24,171.621,118.24,EX,webuyanycard,1,10.856928558034875,-1.7450556755858473,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Library-Of-Leng?language=1&minCondition=3
6,Aspect of Wolf,Alpha,5326,327.83,189.76,403.93,53.02156314212859,469.99,1797.2475,469.99,EX,RetroMagic,1,43.363938626727276,16.354318817616914,8,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Aspect-Of-Wolf?language=1&minCondition=3
7,Kormus Bell,Alpha,5490,322.85,180.81,373.28,51.56183026146592,399.0,896.1162499999999,399.0,NM,GrimSky,1,23.58680501781012,6.890270038576947,8,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Kormus-Bell?language=1&minCondition=3
24,Mishra's Factory,Antiquities,6937,75.16,89.69,113.19,20.761551373796273,118.24,136.62199999999999,118.24,EX,webuyanycard,1,57.31772219265567,4.461524869688133,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Mishra-s-Factory?language=1&minCondition=3
26,Armageddon,Unlimited,4999,134.67,110.66,135.86,18.548505814809374,159.95,193.293,159.95,EX,BoltthebirdCZ,1,18.771812578896565,17.731488296776075,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Armageddon?language=1&minCondition=3
27,Sol Ring,Unlimited,5169,94.04,68.97,84.26,18.146214099216717,90.0,110.582,90.0,EX,boensj,1,-4.296044236495114,6.8122478044149,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Sol-Ring?language=1&minCondition=3
28,Black Vise,Beta,5094,143.81,122.47,148.57,17.56747661035202,159.99,181.897,159.99,EX,Zauberschmiede,1,11.250956122661849,7.686612371272812,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Black-Vise?language=1&minCondition=3
40,Goblin Balloon Brigade,Alpha,5387,170.35,170.91,199.01,14.119893472689812,212.0,281.758,212.0,EX,Tuardian,1,24.449662459641917,6.527310185417823,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Goblin-Balloon-Brigade?language=1&minCondition=3
41,Fork,Unlimited,4933,71.55,63.49,73.85,14.028436018957336,93.99,180.899,93.99,EX,phigue0,1,31.362683438155138,27.271496276235617,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Fork?language=1&minCondition=3
44,Psionic Blast,Beta,4776,166.27,152.21,174.57,12.808615455118282,180.0,187.395,180.0,NM,Fiska,1,8.257653214650862,3.1105000859254206,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Psionic-Blast?language=1&minCondition=3
45,Sedge Troll,Unlimited,4973,121.84,104.5,119.47,12.530342345358667,220.0,302.1616666666667,220.0,EX,grijsje,1,80.56467498358502,84.14664769398176,6,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Sedge-Troll?language=1&minCondition=3
47,Recall,Legends,7041,81.54,73.25,82.16,10.844693281402138,82.77,112.86399999999999,82.77,EX,Cyberpunk-2084,1,1.5084621044885818,0.7424537487828621,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Recall?language=1&minCondition=3
50,Royal Assassin,Unlimited,4691,105.5,90.95,101.49,10.38525963149078,148.0,185.11499999999998,148.0,EX,Zinzillino,1,40.28436018957346,45.82717509114199,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Royal-Assassin?language=1&minCondition=3
