Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
49,Karakas,Legends,7219,37.1,39.51,39.94,1.0766149223835748,34.29,36.991,34.29,EX,TheMagicCardTraderUK,1,-7.574123989218334,-14.146219328993487,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Karakas?language=1&minCondition=3
53,Land Tax,Legends,7169,56.88,56.97,57.27,0.523834468308022,50.0,53.220000000000006,50.0,EX,BlackLilith-13,1,-12.095639943741213,-12.69425528199756,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Land-Tax?language=1&minCondition=3
56,Dance of the Dead,Ice Age,6218,15.69,15.46,15.44,-0.12953367875648542,14.0,14.963999999999999,14.0,EX,roene,1,-10.771191841937537,-9.326424870466319,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Dance-Of-The-Dead?language=1&minCondition=3
58,Reanimate,Tempest,8780,13.81,13.65,13.6,-0.36764705882353466,10.63,12.893,10.63,EX,SwigginPanda,3,-23.02679217958001,-21.838235294117638,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Reanimate?language=1&minCondition=3
59,Enlightened Tutor,Mirage,8269,21.43,21.53,21.4,-0.6074766355140306,20.0,20.878,20.0,NM,ZZZzzzleeper,4,-6.672888474101725,-6.542056074766349,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Enlightened-Tutor?language=1&minCondition=3
61,Trinisphere,Darksteel,370,17.06,17.5,17.34,-0.9227220299884669,15.0,16.766000000000002,15.0,NM,alvaro1990,1,-12.075029308323558,-13.494809688581313,10,https://www.cardmarket.com/en/Magic/Products/Singles/Darksteel/Trinisphere?language=1&minCondition=3
69,Entomb,Odyssey,2544,22.76,22.71,22.13,-2.6208766380479074,21.0,23.966,21.0,EX,Kaskade,1,-7.732864674868196,-5.106190691369178,10,https://www.cardmarket.com/en/Magic/Products/Singles/Odyssey/Entomb?language=1&minCondition=3
72,Cabal Coffers,Torment,2408,16.31,16.36,15.82,-3.4134007585334962,15.0,16.472,15.0,EX,NilsMueller,1,-8.031882280809311,-5.183312262958283,10,https://www.cardmarket.com/en/Magic/Products/Singles/Torment/Cabal-Coffers?language=1&minCondition=3
73,Sphere of Resistance,Exodus,9367,22.46,22.74,21.97,-3.504779244424213,20.0,22.177,20.0,NM,karkow1,2,-10.952804986642924,-8.96677287209831,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Sphere-Of-Resistance?language=1&minCondition=3
75,Karplusan Forest,Ice Age,6549,27.57,24.56,23.57,-4.20025456088247,22.35,27.354000000000003,22.35,EX,Toysnloot,1,-18.933623503808484,-5.176071277047089,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Karplusan-Forest?language=1&minCondition=3
78,Brushland,Ice Age,6539,11.65,12.14,11.62,-4.475043029259909,7.1,9.404,7.1,NM,maxtlion,1,-39.055793991416316,-38.89845094664371,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Brushland?language=1&minCondition=3
80,Sulfurous Springs,Ice Age,6564,12.24,11.06,10.53,-5.033238366571711,10.0,12.98,10.0,EX,benditbeuh,1,-18.300653594771244,-5.033238366571694,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Sulfurous-Springs?language=1&minCondition=3
81,Vaevictis Asmadi,Legends,7280,32.25,32.33,30.75,-5.138211382113815,28.95,32.586,28.95,EX,CardHouseOfTheEast,1,-10.232558139534886,-5.853658536585368,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Vaevictis-Asmadi?language=1&minCondition=3
87,Cursed Scroll,Tempest,9006,29.05,27.93,26.13,-6.8886337543054,23.95,28.293,23.95,EX,CARBON14,3,-17.555938037865754,-8.342900880214312,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Cursed-Scroll?language=1&minCondition=3
89,Thawing Glaciers,Alliances,8041,10.49,10.58,9.86,-7.302231237322522,6.0,9.295,6.0,EX,isys59,1,-42.80266920877026,-39.14807302231237,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Thawing-Glaciers?language=1&minCondition=3
93,Aluren,Tempest,8842,31.93,31.33,28.52,-9.852734922861146,26.7,28.943999999999996,26.7,EX,James88,1,-16.3795803319762,-6.381486676016832,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Aluren?language=1&minCondition=3
100,Underground River,Ice Age,6569,15.46,15.09,13.34,-13.118440779610193,12.62,16.017000000000003,12.62,EX,Toysnloot,1,-18.369987063389402,-5.397301349325343,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Underground-River?language=1&minCondition=3
102,Oath of Druids,Exodus,9343,16.59,18.33,16.05,-14.205607476635498,14.39,18.591,14.39,EX,qasno,1,-13.261000602772752,-10.342679127725857,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Oath-Of-Druids?language=1&minCondition=3
11,Chrome Mox,Mirrodin,152,54.96,49.89,55.63,10.318173647312605,55.0,60.749,55.0,EX,Ampyre,1,0.07278020378456904,-1.1324824734855339,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chrome-Mox?language=1&minCondition=3
38,Scroll Rack,Tempest,9033,23.23,23.4,24.02,2.5811823480433014,23.0,24.637999999999998,23.0,EX,Dgvs10,1,-0.9900990099009919,-4.246461282264778,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Scroll-Rack?language=1&minCondition=3
43,Vampiric Tutor,Visions,8423,41.82,39.82,40.39,1.4112404060411,38.45,41.483999999999995,38.45,EX,deada,1,-8.058345289335241,-4.803169101262683,10,https://www.cardmarket.com/en/Magic/Products/Singles/Visions/Vampiric-Tutor?language=1&minCondition=3
46,Sensei's Divining Top,Champions of Kamigawa,12179,15.59,15.26,15.45,1.2297734627831685,14.95,15.556000000000001,14.95,EX,Azyrhaphal,1,-4.105195638229638,-3.2362459546925573,10,https://www.cardmarket.com/en/Magic/Products/Singles/Champions-Of-Kamigawa/Senseis-Divining-Top?language=1&minCondition=3
47,Mana Vault,Revised,5792,49.49,47.51,48.06,1.144402829796097,47.99,49.893,47.99,EX,lukey52,1,-3.0309153364316024,-0.14565126924677543,10,https://www.cardmarket.com/en/Magic/Products/Singles/Revised/Mana-Vault?language=1&minCondition=3
50,Rhystic Study,Prophecy,3939,33.28,33.11,33.39,0.8385744234800871,33.0,34.224000000000004,33.0,NM,gaetan3344,1,-0.8413461538461573,-1.168014375561547,10,https://www.cardmarket.com/en/Magic/Products/Singles/Prophecy/Rhystic-Study?language=1&minCondition=3
54,Lake of the Dead,Alliances,8037,61.84,60.19,60.46,0.44657624875951557,59.99,61.96500000000001,59.99,EX,hete1990,1,-2.9915912031047887,-0.7773734700628496,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Lake-Of-The-Dead?language=1&minCondition=3
60,City of Traitors,Exodus,9371,290.41,298.84,296.22,-0.8844777530213853,289.99,297.192,289.99,EX,Spellslingers,2,-0.14462311903860608,-2.103166565390594,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/City-Of-Traitors?language=1&minCondition=3
63,Sylvan Library,Legends,7092,122.43,127.02,124.51,-2.0159023371616662,119.88,132.82,119.88,EX,Bronhy,1,-2.082822837539828,-3.718576821138872,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Sylvan-Library?language=1&minCondition=3
64,Burgeoning,Stronghold,9137,24.57,24.32,23.8,-2.18487394957983,23.65,24.475,23.65,NM,Hoshi14637,1,-3.7444037444037512,-0.6302521008403451,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Burgeoning?language=1&minCondition=3
66,Sliver Queen,Stronghold,9226,147.59,160.46,156.6,-2.464878671775232,150.0,170.499,150.0,EX,PieterC,1,1.632901958127242,-4.214559386973177,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Sliver-Queen?language=1&minCondition=3
67,Shallow Grave,Mirage,8090,74.73,74.79,72.99,-2.4660912453760946,70.95,79.21100000000001,70.95,EX,cataclysm-uk,1,-5.058209554395826,-2.7949034114262123,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Shallow-Grave?language=1&minCondition=3
79,Tolarian Academy,Urza's Saga,10537,94.96,97.02,92.41,-4.988637593334054,91.05,100.18199999999999,91.05,EX,altivo-lee,1,-4.117523167649533,-1.471702196731955,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Saga/Tolarian-Academy?language=1&minCondition=3
83,Necropotence,Ice Age,6254,17.92,18.42,17.33,-6.289671090594365,16.5,19.438,16.5,NM,ZZZzzzleeper,1,-7.924107142857152,-4.789382573571832,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Necropotence?language=1&minCondition=3
88,Ancient Tomb,Tempest,9040,74.25,81.92,76.57,-6.987070654303264,75.0,78.652,75.0,EX,boensj,1,1.0101010101010102,-2.0504113882721606,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Ancient-Tomb?language=1&minCondition=3
95,Null Rod,Weatherlight,8722,57.13,65.69,59.33,-10.719703354121018,57.0,59.624,57.0,EX,Miggy2k,1,-0.2275511990197839,-3.927186920613515,10,https://www.cardmarket.com/en/Magic/Products/Singles/Weatherlight/Null-Rod?language=1&minCondition=3
4,Sol Ring,Unlimited,5169,94.79,69.95,89.49,21.83484188177449,90.0,106.982,90.0,EX,boensj,1,-5.053275661989668,0.5698960777740587,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Sol-Ring?language=1&minCondition=3
5,Strip Mine,Antiquities,6944,36.08,32.43,41.35,21.57194679564692,50.0,58.225,50.0,EX,Buzzle1-,2,38.5809312638581,20.918984280532037,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Strip-Mine?language=1&minCondition=3
12,Dark Ritual,Alpha,5240,146.38,152.6,168.44,9.403942056518645,198.99,231.01499999999996,198.99,EX,RetroMagic,1,35.94070228173249,18.13702208501544,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Dark-Ritual?language=1&minCondition=3
13,Lightning Bolt,Beta,4950,185.77,210.28,230.71,8.855272853365701,270.0,279.82,270.0,EX,druler,2,45.34101308069117,17.030037709678815,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Lightning-Bolt?language=1&minCondition=3
15,Animate Dead,Beta,4628,271.42,258.06,280.54,8.013117558993375,315.0,347.822,315.0,EX,Iglix,1,16.056296514626773,12.283453339987158,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Animate-Dead?language=1&minCondition=3
17,Guardian Beast,Arabian Nights,6784,451.2,441.6,478.38,7.688448513733846,499.0,559.243,499.0,EX,ignaz333,1,10.593971631205676,4.310380868765417,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Guardian-Beast?language=1&minCondition=3
25,Exploration,Urza's Saga,10457,30.54,30.01,31.62,5.091714104996836,32.0,35.997,32.0,EX,ronan,1,4.780615586116571,1.2017710309930392,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Saga/Exploration?language=1&minCondition=3
28,Serendib Efreet,Arabian Nights,6805,446.7,423.98,445.68,4.868964279303533,463.0,477.1779999999999,463.0,EX,Diliz13,2,3.6489814192970695,3.886196374080056,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Serendib-Efreet?language=1&minCondition=3
29,Wrath of God,Unlimited,5087,81.56,97.34,102.2,4.755381604696673,180.0,208.369,180.0,EX,Fiska,1,120.69641981363412,76.1252446183953,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Wrath-Of-God?language=1&minCondition=3
30,Concordant Crossroads,Legends,7064,101.37,86.62,90.93,4.739909820741231,94.96,104.449,94.96,EX,Legacytcg,1,-6.323369833284019,4.4319806444517615,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Concordant-Crossroads?language=1&minCondition=3
44,Dark Ritual,Beta,4640,97.54,101.45,102.86,1.3707952556873386,135.0,144.288,135.0,EX,ThreeForOne-AT,2,38.40475702275988,31.246354267937004,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Dark-Ritual?language=1&minCondition=3
45,Aladdin,Arabian Nights,6821,53.14,52.95,53.68,1.3599105812220509,59.0,66.141,59.0,EX,Bronhy,1,11.027474595408354,9.910581222056633,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Aladdin?language=1&minCondition=3
51,Drop of Honey,Arabian Nights,6810,333.0,309.53,311.74,0.7089241034195279,322.0,349.12199999999996,322.0,EX,Bronhy,2,-3.303303303303303,3.2912042086353983,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Drop-Of-Honey?language=1&minCondition=3
52,Memory Jar,Urza's Legacy,10686,18.34,20.13,20.26,0.6416584402764193,20.8,21.324,20.8,EX,ACCIAI0,1,13.413304252998914,2.6653504442250697,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Legacy/Memory-Jar?language=1&minCondition=3
57,Argivian Archaeologist,Antiquities,6965,103.42,102.37,102.14,-0.22518112394752687,105.0,119.26499999999999,105.0,EX,kasj78,1,1.5277509185844114,2.800078323869198,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Argivian-Archaeologist?language=1&minCondition=3
70,City in a Bottle,Arabian Nights,6853,349.77,377.94,367.27,-2.9052195932148055,418.0,438.6719999999999,418.0,EX,Jordy,1,19.50710466878235,13.812726332126235,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/City-In-A-Bottle?language=1&minCondition=3
71,Eureka,Legends,7070,324.43,358.38,348.05,-2.9679643729349183,380.0,395.783,380.0,EX,Filemon,1,17.128502296335107,9.179715558109464,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Eureka?language=1&minCondition=3
74,Intuition,Tempest,8805,139.1,137.01,131.99,-3.8033184332146233,135.0,141.766,135.0,EX,FlorianKupf,1,-2.9475197699496727,2.2804757936207216,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Intuition?language=1&minCondition=3
77,Transmute Artifact,Antiquities,6929,301.09,314.6,301.2,-4.448871181938922,315.0,342.966,315.0,EX,NicolasB,1,4.619881098674824,4.581673306772912,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Transmute-Artifact?language=1&minCondition=3
82,Sol Ring,Beta,5168,475.41,495.94,470.74,-5.353273569273907,599.0,786.5379999999999,599.0,EX,alcunaidea,1,25.996508277066106,27.246463015677442,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Sol-Ring?language=1&minCondition=3
84,Adarkar Wastes,Ice Age,6538,25.53,22.85,21.49,-6.328524895300154,21.5,24.330000000000002,21.5,EX,Toysnloot,1,-15.785350567959266,0.04653327128897889,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Adarkar-Wastes?language=1&minCondition=3
85,Humility,Tempest,8971,34.39,35.45,33.28,-6.520432692307697,35.48,38.007999999999996,35.48,EX,JGuess,1,3.169526025007259,6.610576923076911,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Humility?language=1&minCondition=3
86,Phyrexian Dreadnought,Mirage,8331,165.93,165.13,154.92,-6.590498321714438,192.05,195.90699999999998,192.05,EX,tulste,1,15.74157777376002,23.967208882003632,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Phyrexian-Dreadnought?language=1&minCondition=3
90,Diamond Valley,Arabian Nights,6866,427.12,467.74,428.63,-9.124419662646108,474.99,546.1859999999999,474.99,EX,Magicboxx,1,11.207623150402698,10.815855166460588,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Diamond-Valley?language=1&minCondition=3
91,Lightning Bolt,Alpha,5395,453.81,394.51,360.69,-9.376472871440848,378.36,452.81100000000004,378.36,EX,TheMagicCardTraderUK,1,-16.62590070734448,4.898943691258426,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Lightning-Bolt?language=1&minCondition=3
92,Mirror Universe,Legends,7203,218.34,235.0,213.99,-9.818215804476841,260.0,275.099,260.0,EX,Bronhy,1,19.08033342493359,21.501004719846716,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mirror-Universe?language=1&minCondition=3
94,Swords to Plowshares,Beta,5076,419.71,490.36,443.19,-10.64329068796679,519.99,564.5840000000001,519.99,EX,Larrum,1,23.89268780824856,17.328910850876603,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Swords-To-Plowshares?language=1&minCondition=3
96,Animate Dead,Unlimited,4629,24.59,26.29,23.55,-11.634819532908699,29.0,34.673,29.0,EX,tzirtzi,1,17.934119560797075,23.14225053078556,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Animate-Dead?language=1&minCondition=3
97,Demonic Tutor,Beta,4652,471.56,486.32,432.82,-12.360796636014971,449.99,641.193,449.99,EX,Metropolis-Center,1,-4.574179319704808,3.9670070699135938,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Demonic-Tutor?language=1&minCondition=3
98,Coat of Arms,Exodus,9359,12.91,12.96,11.51,-12.597741094700272,12.0,13.302000000000001,12.0,EX,marxistdisco,1,-7.048799380325329,4.257167680278021,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Coat-Of-Arms?language=1&minCondition=3
99,Force of Will,Alliances,7894,49.3,54.88,48.7,-12.68993839835729,52.0,53.949,52.0,EX,Satanimax,1,5.4766734279918925,6.776180698151944,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Force-Of-Will?language=1&minCondition=3
101,City of Brass,Arabian Nights,6864,333.19,405.24,357.94,-13.214505224339279,548.0,565.889,548.0,EX,Zinzillino,1,64.47072241063657,53.098284628708726,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/City-Of-Brass?language=1&minCondition=3
103,Nicol Bolas,Legends,7258,87.73,102.2,89.3,-14.445688689809637,99.99,111.01100000000001,99.99,EX,SandyInLondon,1,13.97469508719935,11.970884658454645,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Nicol-Bolas?language=1&minCondition=3
104,Hatred,Exodus,9292,20.78,23.37,20.33,-14.953271028037399,23.0,26.933000000000003,23.0,EX,Tristandelacroix,1,10.683349374398453,13.133300541072316,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Hatred?language=1&minCondition=3
105,Wasteland,Tempest,9075,25.47,29.94,25.57,-17.09034024247165,26.0,27.968,26.0,EX,Baldo1986,4,2.080879466038481,1.6816581931951495,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Wasteland?language=1&minCondition=3
106,Animate Dead,Alpha,5234,278.77,365.87,303.12,-20.701372393771443,313.49,828.749,313.49,EX,Magicboxx,1,12.454711769559147,3.4210873581419916,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Animate-Dead?language=1&minCondition=3
107,Counterspell,Beta,4736,341.22,405.69,311.02,-30.438557005980332,496.0,596.321,496.0,EX,oldmagiccollector,1,45.36076431627688,59.47527490193557,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Counterspell?language=1&minCondition=3
109,Palladia-Mors,Legends,7259,27.36,31.74,20.21,-57.050964868876775,25.0,28.362000000000002,25.0,EX,Techo,1,-8.625730994152045,23.701138050470057,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Palladia-mors?language=1&minCondition=3
